geocohort,bids,impressions,clicks,spend
K1R5M3,5,4,0,0.04756
K1R5N6,17,17,0,0.196228
K1R5R4,1,1,0,0.011791
K1R5R8,3,3,0,0.034764
K1R5W4,4,4,0,0.045991
K1R5Y9,11,11,0,0.127488
K1R6E1,10,7,0,0.080588
K1R6M7,14,15,0,0.172699
K1R7B1,2,2,0,0.023011
K1R7B2,6,5,0,0.0577
K1R7C5,4,4,0,0.046372
K1R7G6,10,10,0,0.114945
K1R7G7,1,1,0,0.011502
K1R7H3,67,74,0,0.857633
K1R7J5,1,1,0,0.012
K1R7P9,1,1,0,0.011554
K1R7T2,1,1,0,0.011536
K1R7W2,30,21,0,0.248663
K1R7Y4,5,5,0,0.06005
K1S,25,17,0,0.200386
K1S0C2,5,4,0,0.046784
K1S0R4,4,4,0,0.04618
K1S0V2,11,11,0,0.129463
K1S1A2,1,1,0,0.011764
K1S1H6,1,1,0,0.011511
K1S1K4,1,1,0,0.011797
K1S1K5,3,3,0,0.034186
K1S1M9,2,2,0,0.023531
K1S1V1,10,7,0,0.082455
K1S1W8,33,32,0,0.37696
K1S1X6,62,62,0,0.716998
K1S1Y4,1,1,0,0.011502
K1S1Z1,4,4,0,0.04632
K1S2C5,2,1,0,0.011706
K1S2G8,1,1,0,0.011534
K1S2H4,2,2,0,0.023766
K1S2H5,1,1,0,0.011346
K1S2N3,1,1,0,0.011513
K1S2N9,2,2,0,0.023439
K1S2R4,8,5,0,0.058418
K1S2V6,14,14,0,0.164354
K1S2W5,1,1,0,0.011555
K1S3A1,1,1,0,0.011797
K1S3A2,1,1,0,0.011658
K1S3C7,1,2,0,0.022918
K1S3G8,4,3,0,0.034312
K1S3H1,3,3,0,0.034678
K1S3S2,1,1,0,0.011536
K1S3W8,9,8,0,0.093697
K1S4G9,4,4,0,0.046783
K1S4P4,10,10,0,0.115453
K1S5G5,4,4,0,0.047109
K1S5T6,27,27,0,0.313859
K1T,14,11,0,0.129661
K1T0A6,11,10,0,0.117309
K1T0B5,3,3,0,0.035756
K1T0B7,41,37,0,0.433674
K1T0B8,11,10,0,0.115571
K1T0C1,1,1,0,0.011779
K1T0C2,1,1,0,0.012006
K1T0C3,1,1,0,0.011778
K1T0C5,26,23,0,0.268702
K1T0C8,21,20,0,0.232019
K1T0E4,61,55,0,0.640767
K1T0E5,4,3,0,0.034562
K1T0E6,20,19,0,0.22244
K1T0G2,1,1,0,0.01163
K1T0G3,9,9,0,0.105004
K1T0G4,3,3,0,0.03524
K1T0G6,13,12,0,0.140824
K1T0G8,1767,1670,0,19.443162
K1T0H3,40,37,0,0.436108
K1T0H8,13,11,0,0.130225
K1T0H9,17,16,0,0.189333
K1T0J3,6,6,0,0.070449
K1T0K7,9,8,0,0.093833
K1T0L1,68,58,0,0.671858
K1T0L2,2,2,0,0.023563
K1T1C3,20,18,0,0.210375
K1T1C4,2,2,0,0.02317
K1T1G4,2,2,0,0.022993
K1T1H9,3,3,0,0.034698
K1T1J4,5,5,0,0.057779
K1T1K1,6,5,0,0.057642
K1T1K9,8,7,0,0.081117
K1T1M1,5,4,0,0.046214
K1T1V7,6,5,0,0.058156
K1T1W3,83,66,0,0.761123
K1T1Z9,8,6,0,0.071993
K1T2A8,3,3,0,0.034956
K1T2B7,6,3,0,0.034665
K1T2C1,16,16,0,0.184827
K1T2G3,3,3,0,0.034864
K1T2N5,61,59,0,0.688282
K1T2P9,5,8,0,0.093976
K1T2S2,1,1,0,0.011306
K1T3B3,2,2,0,0.023544
K1T3E5,24,24,0,0.277303
K1T3E7,2,3,0,0.035072
K1T3J2,1,1,0,0.011346
K1T3L2,4,4,0,0.047207
K1T3M1,1,1,0,0.011509
K1T3M4,175,172,0,1.976142
K1T3M5,4,4,0,0.046076
K1T3N6,11,11,0,0.128293
K1T3N8,7,6,0,0.070164
K1T3T3,4,4,0,0.046344
K1T3V3,6,6,0,0.069526
K1T3X2,1,1,0,0.011797
K1T3X9,240,194,0,2.288736
K1T3Y5,1,1,0,0.011509
K1T3Y6,2,2,0,0.022972
K1T3Y9,2,2,0,0.023313
K1T3Z5,2,2,0,0.023417
K1T3Z7,6,6,0,0.070133
K1T3Z8,1,1,0,0.011764
K1T3Z9,46,41,0,0.478894
K1T4A2,32,28,0,0.323101
K1T4A4,1,1,0,0.011642
K1T4A6,60,53,0,0.616359
K1T4B5,58,51,0,0.593294
K1T4B7,661,482,2,5.599243
K1T4B9,15,15,0,0.177049
K1T4C2,56,46,0,0.546038
K1T4C3,2,2,0,0.022904
K1T4C4,7,7,0,0.081614
K1T4C6,70,46,0,0.535329
K1T4C7,19,12,0,0.138044
K1T4C8,9,8,0,0.093272
K1T4C9,1,1,0,0.011998
K1T4E2,1,1,0,0.011483
K1T4G6,6,6,0,0.070698
K1T4G8,5,5,0,0.058417
K1T4J2,11,11,0,0.127541
K1T4J5,3,2,0,0.023153
K1V,18,11,0,0.129871
K1V0J6,1,1,0,0.011766
K1V0K2,1,1,0,0.011451
K1V0L3,10,10,0,0.116181
K1V0V8,13,12,0,0.141911
K1V0V9,10,13,0,0.149374
K1V0W6,10,8,0,0.095675
K1V0Y6,5,4,0,0.046918
K1V0Y7,11,11,0,0.12854
K1V0Z3,11,10,0,0.116203
K1V0Z7,25,22,0,0.257692
K1V0Z8,10,8,0,0.092525
K1V0Z9,15,14,0,0.163056
K1V1K5,4,4,0,0.046551
K1V1K7,6,6,0,0.069623
K1V1K8,28,24,0,0.279128
K1V1M5,1,1,0,0.011642
K1V1M7,1,1,0,0.011764
K1V1T1,31,28,0,0.333446
K1V1V1,2,2,0,0.023248
K1V1V2,1,1,0,0.011797
K1V1V4,5,5,0,0.057997
K1V1V6,1,1,0,0.011794
K1V1W2,3,3,0,0.034901
K1V1Y9,3,2,0,0.023267
K1V1Z1,3,3,0,0.035666
K1V1Z3,3,3,0,0.034844
K1V2A1,4,4,0,0.046433
K1V2A2,1,1,0,0.011496
K1V2A6,9,9,0,0.103856
K1V2A9,2,2,0,0.022732
K1V2B4,3,3,0,0.034578
K1V2C5,9,7,0,0.082729
K1V2E3,5,5,0,0.058221
K1V2H7,1,1,0,0.011797
K1V2J6,3,3,0,0.034878
K1V2J7,28,26,0,0.306018
K1V2J8,4,4,0,0.046412
K1V2K1,8,7,0,0.08253
K1V2K4,11,12,0,0.139701
K1V2K5,12,11,0,0.128437
K1V2K7,1,1,0,0.011797
K1V6A9,2,2,0,0.023022
K1V6K3,3,3,0,0.036004
K1V6P2,2,2,0,0.024042
K1V6S1,134,107,0,1.235022
K1V6S3,1,1,0,0.01198
K1V6T5,6,6,0,0.071151
K1V6T6,6,6,0,0.070084
K1V6T7,2,2,0,0.022975
K1V7C6,15,15,0,0.177587
K1V7M2,19,17,0,0.204254
K1V7N6,6,5,0,0.05909
K1V7R7,1,1,0,0.011451
K1V8B1,3,3,0,0.034342
K1V8G2,43,33,0,0.387202
K1V8R2,12,12,0,0.142687
K1V8W2,3,4,0,0.047112
K1V8Z2,4,4,0,0.046083
K1V9E7,8,8,0,0.09207
K1V9E9,4,6,0,0.069426
K1V9G2,1,1,0,0.012002
K1V9H6,278,219,0,2.588281
K1V9K1,1,1,0,0.012049
K1V9P7,3,3,0,0.035538
K1V9R1,4,4,0,0.046064
K1V9R3,160,154,0,1.794621
K1V9R5,193,164,0,1.928753
K1V9T9,5,5,0,0.057666
K1V9W6,1,1,0,0.011791
K1V9W9,1,1,0,0.011747
K1V9X2,1,1,0,0.012006
K1V9Y8,4,5,0,0.058517
K1V9Z2,5,5,0,0.057951
K1V9Z7,6,6,0,0.071381
K1W0A1,48,43,0,0.501228
K1W0A3,1,1,0,0.011998
K1W0A7,5,5,0,0.05876
K1W0A8,5,5,0,0.058334
K1W0B1,50,42,0,0.487897
K1W0B2,13,12,0,0.140168
K1W0B5,2,2,0,0.023626
K1W0B6,2,1,0,0.012002
K1W0B7,240,241,0,2.796827
K1W0C2,6,5,0,0.057354
K1W0C3,5,5,0,0.057897
K1W0C4,1,1,0,0.011588
K1W0G2,9,8,0,0.093657
K1W0G3,29,23,0,0.271616
K1W0G4,138,116,0,1.350098
K1W0G6,3,3,0,0.035238
K1W1A1,15,15,0,0.175133
K1W1C2,13,13,0,0.155534
K1W1C3,23,23,0,0.274208
K1W1C5,4,3,0,0.035189
K1W1C7,1,1,0,0.011487
K1W1E4,2,2,0,0.023168
K1W1E6,1,1,0,0.012002
K1W1E7,4,6,0,0.069422
K1W1E8,5,4,0,0.046504
K1W1H2,147,92,0,1.081202
K1W1H3,5,5,0,0.05757
K1W1H4,4,4,0,0.047545
K1W1H5,6,5,0,0.057742
K1W1H6,2,2,0,0.023445
K1W1H7,8,8,0,0.092068
K1W1H8,2,2,0,0.024018
K1W1J3,3,1,0,0.011346
K1W1J8,2,2,0,0.023316
K1W1K1,18,13,0,0.150254
K1W1K4,93,81,0,0.931658
K1W1K5,8,6,0,0.070626
K1W1K7,4,4,0,0.04693
K1X1G9,12,11,0,0.129332
K1Y,18,13,0,0.153235
K1Y0E7,1,1,0,0.011502
K1Y0G7,1,1,0,0.011305
K1Y0J2,1,1,0,0.011561
K1Y0J7,3,3,0,0.036006
K1Y0V5,1,1,0,0.011792
K1Y0Y1,2,2,0,0.023469
K1Y1E8,2,2,0,0.023694
K1Y1L1,11,7,0,0.080598
K1Y1L9,5,2,0,0.022834
K1Y2C7,1,1,0,0.011962
K1Y2G9,1,1,0,0.011698
K1Y2H9,1,1,0,0.01142
K1Y2X4,12,9,0,0.106537
K1Y3C4,15,14,0,0.16608
K1Y3P9,5,5,0,0.057376
K1Y3W1,14,14,0,0.162063
K1Y4L9,90,89,0,1.02467
K1Y4X1,17,11,0,0.127511
K1Z,8,8,0,0.094298
K1Z0A6,1,1,0,0.011634
K1Z1E1,4,4,0,0.045518
K1Z1E3,1,1,0,0.011998
K1Z6G2,2,2,0,0.02396
K1Z6K7,3,3,0,0.035306
K1Z6P6,6,6,0,0.072122
K1Z6V2,3,1,0,0.011417
K1Z7L6,6,6,0,0.069328
K1Z7N1,2,3,0,0.034602
K1Z7N4,2,2,0,0.023048
K1Z7P3,10,7,0,0.082486
K1Z7P6,2,2,0,0.023568
K1Z7R5,6,5,0,0.058003
K1Z7Y3,12,9,0,0.103638
K1Z7Z4,4,3,0,0.035181
K1Z7Z7,5,5,0,0.058354
K1Z8A4,1,1,0,0.011653
K1Z8B8,332,264,0,3.090884
K1Z8C2,1,2,0,0.022991
K1Z8C3,35,32,0,0.368491
K1Z8C6,3,3,0,0.035082
K1Z8C7,2,1,0,0.01149
K1Z8E3,4,4,0,0.046098
K1Z8E6,95,97,0,1.115261
K1Z8G4,128,138,1,1.584051
K1Z8J8,1,1,0,0.011735
K1Z8K3,1,1,0,0.011554
K1Z8K7,11,10,0,0.118799
K1Z8K8,1,1,0,0.011746
K1Z8M5,99,67,0,0.788835
K1Z8M8,7,7,0,0.080705
K1Z8S4,1,1,0,0.011554
K2A,6,6,0,0.070724
K2A0C4,2,2,0,0.023243
K2A1H9,8,8,0,0.095424
K2A1R7,3,3,0,0.035296
K2A1X6,34,34,0,0.391206
K2A3L5,6,5,0,0.057608
K2A3W5,8,8,0,0.092441
K2B,16,13,0,0.153234
K2B1A9,8,4,0,0.047189
K2B1B3,981,793,1,9.297807
K2B5C9,5,4,0,0.047168
K2B5N2,1,1,0,0.012016
K2B6C2,1,1,0,0.011584
K2B6G9,8,8,0,0.094385
K2B6P2,3,3,0,0.034611
K2B6S5,21,18,0,0.208592
K2B6T5,37,35,0,0.402458
K2B6V7,15,7,0,0.083083
K2B7C2,10,10,0,0.117423
K2B7C5,8,5,0,0.058402
K2B7S4,1,1,0,0.011513
K2B7S9,14,13,0,0.150764
K2B7T2,49,41,0,0.479875
K2B7V9,8,8,0,0.096047
K2B7X7,3,3,0,0.034893
K2B7Y8,2,1,0,0.011502
K2B8A6,2,2,0,0.023009
K2B8G8,35,31,0,0.360727
K2B8H3,34,30,0,0.352904
K2B8H4,1,1,0,0.011231
K2B8H9,31,29,0,0.337948
K2B8K4,5,4,0,0.045975
K2B8L7,3,2,0,0.023637
K2B8L8,1,1,0,0.01157
K2B8M4,64,57,0,0.656171
K2B8N1,2,1,0,0.011483
K2B8N3,5,4,0,0.047549
K2B8P4,23,20,0,0.232874
K2B8S1,1,1,0,0.011648
K2B8S5,9,8,0,0.091317
K2C,12,12,0,0.141449
K2C0A2,35,34,0,0.399858
K2C0B9,7,6,0,0.0695
K2C0E6,1,1,0,0.012002
K2C0G2,1,1,0,0.011993
K2C0G5,329,291,0,3.380759
K2C0K5,32,28,0,0.336234
K2C0V3,7,7,0,0.081204
K2C1M9,1,1,0,0.011962
K2C1P2,1,1,0,0.011764
K2C1P8,5,2,0,0.022951
K2C1R4,1,1,0,0.011594
K2C1R9,3,3,0,0.035338
K2C1W8,16,16,0,0.183484
K2C1X2,1,1,0,0.011786
K2C1X3,12,11,0,0.129867
K2C1Y2,57,52,0,0.600703
K2C2J3,30,29,0,0.335135
K2C3C6,3,3,0,0.035059
K2C3E7,11,10,0,0.11702
K2C3J7,4,4,0,0.046807
K2C3L6,6,4,0,0.047201
K2C3M5,1,1,0,0.011577
K2C3N5,302,198,0,2.28775
K2C3P8,8,8,0,0.093014
K2C3T5,2,2,0,0.024008
K2C3Y2,9,8,0,0.09336
K2C4A3,5,5,0,0.058182
K2C4A7,18,16,0,0.188819
K2C4A9,2,2,0,0.023659
K2C4B2,5,5,0,0.057102
K2C4B6,15,14,0,0.165118
K2C4B7,35924,26277,39,303.255286
K2C4B9,2,1,0,0.011648
K2C4C2,10,9,0,0.104125
K2C4C5,1,1,0,0.011561
K2C4E5,40,40,0,0.466552
K2C4E6,3,3,0,0.035134
K2C4E7,5,5,0,0.05955
K2C4G1,3,2,0,0.022894
K2C4G6,1,1,0,0.011786
K2C4G7,2,2,0,0.023067
K2C4H9,1,1,0,0.011795
K2E0A7,19,18,0,0.207388
K2E0A9,1,1,0,0.011786
K2E1C8,3,3,0,0.035292
K2E5A4,1,1,0,0.011797
K2E5N4,6,6,0,0.071143
K2E5P7,1,1,0,0.011502
K2E5R3,4,4,0,0.046564
K2E5W6,9,9,0,0.105467
K2E6A3,21,16,0,0.191079
K2E6J5,279,281,0,3.252568
K2E6S7,7,7,0,0.082511
K2E7B7,1,1,0,0.011561
K2E7E3,1,1,0,0.012004
K2E7H7,1,1,0,0.011519
K2E7M7,2,2,0,0.023485
K2E7M8,18,19,0,0.219997
K2E7N3,2,2,0,0.023528
K2E7R3,7,5,0,0.059013
K2E8B8,2,2,0,0.023289
K2E8C2,142,80,0,0.934261
K2G,16,11,0,0.12966
K2G0A1,85,100,0,1.154102
K2G0A3,11,4,0,0.046124
K2G0J8,2,3,0,0.03435
K2G0N1,2,2,0,0.023268
K2G0N9,1,1,0,0.011757
K2G0R5,3,3,0,0.035707
K2G0R8,1,1,0,0.011532
K2G0T6,2,2,0,0.023652
K2G0W5,2,2,0,0.023335
K2G0Z5,11,11,0,0.130419
K2G1C1,8,8,0,0.094075
K2G1J5,18,17,0,0.194755
K2G1X7,4,3,0,0.035374
K2G1Y7,2,2,0,0.023494
K2G2M6,3,2,0,0.022931
K2G2X9,2,2,0,0.023346
K2G2Y8,1,1,0,0.012002
K2G3B8,30,25,0,0.289888
K2G3P8,2,2,0,0.023232
K2G3P9,1,1,0,0.011588
K2G3S4,23,19,0,0.219852
K2G3S9,1,1,0,0.012052
K2G3T4,13,12,0,0.143149
K2G3W1,23,24,0,0.280028
K2G3W5,19,17,0,0.197719
K2G3W9,62,56,0,0.648219
K2G3X4,5,5,0,0.058159
K2G4A7,2,1,0,0.011766
K2G4E4,106,103,0,1.1947
K2G4J8,23,22,0,0.25322
K2G4J9,9,9,0,0.107139
K2G4L6,22,18,0,0.205666
K2G4L7,12,10,0,0.118198
K2G4L9,3,3,0,0.034605
K2G4M6,14,7,0,0.08012
K2G4M9,30,30,0,0.351925
K2G4N3,15,14,0,0.163195
K2G4N5,1,1,0,0.011585
K2G4N7,1,1,0,0.01149
K2G4P2,4,4,0,0.046024
K2G4P5,1,1,0,0.01149
K2G4P6,18,17,0,0.197805
K2G4P7,8,8,0,0.095834
K2G4P8,37,35,0,0.399108
K2G4R1,17,15,0,0.178875
K2G4X6,3,3,0,0.035172
K2G4X9,3,3,0,0.034749
K2G4Y1,11,8,0,0.094352
K2G4Y8,2,1,0,0.011576
K2G4Z2,11,9,0,0.10491
K2G5A6,3,2,0,0.023422
K2G5B4,4,3,0,0.036053
K2G5H1,4,2,0,0.023237
K2G5J3,1,1,0,0.011594
K2G5J4,12,11,0,0.129792
K2G5K8,3,2,0,0.0233
K2G5L5,6,6,0,0.069366
K2G5L7,2,2,0,0.023435
K2G5M5,3,3,0,0.034447
K2G5M8,6,6,0,0.070307
K2G5N7,8,8,0,0.092752
K2G5P2,1,1,0,0.011746
K2G5S2,9,10,0,0.115176
K2G5T1,4,3,0,0.036148
K2G5V3,4,3,0,0.034961
K2G5W7,10,5,0,0.058236
K2G5Y2,3,3,0,0.034859
K2G5Y5,6,6,0,0.071246
K2G5Y6,3,2,0,0.024005
K2G5Z1,1,1,0,0.011648
K2G5Z2,1,1,0,0.011576
K2G5Z3,7,7,0,0.080475
K2G5Z4,4,4,0,0.046382
K2G5Z7,6,5,0,0.058744
K2G5Z8,20,18,0,0.21343
K2G6A4,93,89,0,1.034859
K2G6A7,9,9,0,0.107717
K2G6A8,19,16,0,0.188297
K2G6A9,1,1,0,0.011764
K2G6B7,23,22,0,0.255206
K2G6C6,1,1,0,0.011502
K2G6C8,9,9,0,0.103713
K2G6C9,51,45,0,0.521456
K2G6E1,3,2,0,0.024004
K2G6E4,10,9,0,0.106842
K2G6E5,8,7,0,0.080661
K2G6G4,16,16,0,0.18412
K2G6H1,29,27,0,0.312356
K2G6H3,3,3,0,0.035126
K2G6H5,5,4,0,0.046264
K2G6H6,1,1,0,0.011634
K2G6H7,30,31,0,0.363484
K2G6H8,1,1,0,0.011528
K2G6H9,12,9,0,0.104931
K2G6J3,6,8,0,0.093194
K2G6J7,55,47,0,0.564085
K2G6K2,1,1,0,0.012
K2G6K4,1,1,0,0.011581
K2G6K5,9,8,0,0.095808
K2G6K6,10,8,0,0.092206
K2G6K9,4,4,0,0.046383
K2G6L1,715,617,1,7.128281
K2G6N5,18,18,0,0.208741
K2G6N9,4,4,0,0.047084
K2G6P1,7,7,0,0.083317
K2G6P3,14,14,0,0.163203
K2G6P6,11,10,0,0.116449
K2G6R2,6,5,0,0.057947
K2G6R3,6,5,0,0.058614
K2G6R6,1,1,0,0.011655
K2G6R9,20,19,0,0.222435
K2G6S1,9,9,0,0.104467
K2G6S4,4,4,0,0.046211
K2G6S5,3,3,0,0.035119
K2G6S6,2,2,0,0.023258
K2G6S7,44,39,0,0.466426
K2G6S8,6,6,0,0.069741
K2G6T1,1,1,0,0.011502
K2G6T2,329,262,0,3.125472
K2G6T3,26,29,0,0.335975
K2G6T5,5,5,0,0.057578
K2G6T6,56,50,0,0.589942
K2G6V3,12,9,0,0.106198
K2G6V5,6,6,0,0.069172
K2G6V6,7,7,0,0.08145
K2G6V7,1,1,0,0.011555
K2G6V8,1,1,0,0.012
K2G6W1,15,13,0,0.15064
K2G6W2,3,2,0,0.023301
K2G6W4,2,2,0,0.023808
K2G6W8,12,12,0,0.140014
K2G6X2,14,13,0,0.152678
K2G6X4,4,4,0,0.046283
K2G6X6,33,27,0,0.313847
K2G6X9,14,8,0,0.092527
K2G6Z4,1,1,0,0.011634
K2G6Z5,9,8,0,0.092359
K2G6Z6,6,6,0,0.068891
K2G6Z7,3,3,0,0.034157
K2G6Z8,3,3,0,0.035134
K2G7A2,48,48,0,0.559052
K2G7A4,1,1,0,0.011569
K2G7A5,3,3,0,0.034949
K2G7A8,8,8,0,0.092473
K2G7B2,5,2,0,0.023036
K2G7B4,1,1,0,0.011797
K2G7C2,10,9,0,0.103926
K2G7C3,1,1,0,0.011346
K2G7C4,3,3,0,0.034741
K2G7C7,14,11,0,0.130385
K2G7C9,7,7,0,0.081084
K2G7E1,4,4,0,0.04683
K2G7E3,4,4,0,0.047099
K2G7E4,4,4,0,0.046905
K2G7E7,9,7,0,0.08072
K2G7G2,9,7,0,0.082247
K2G7G3,7,7,0,0.081921
K2H,8,5,0,0.058936
K2H0A2,9,9,0,0.102984
K2H1C7,9,8,0,0.093171
K2H1G7,9,6,0,0.071792
K2H5A1,1,1,0,0.011526
K2H5C8,5,3,0,0.035569
K2H5H9,2,2,0,0.022993
K2H5R1,1,1,0,0.011346
K2H5T9,2,2,0,0.023696
K2H5V7,1,1,0,0.011585
K2H5W4,4,4,0,0.047155
K2H6J2,1,1,0,0.011528
K2H6N1,1,1,0,0.012004
K2H6N9,7,7,0,0.081781
K2H6V3,1,1,0,0.011631
K2H7A8,9,8,0,0.092528
K2H7A9,9,9,0,0.107436
K2H7B4,2,2,0,0.023499
K2H7B8,1,1,0,0.011511
K2H7E5,1,1,0,0.011747
K2H7H5,6,5,0,0.059298
K2H7H7,5,4,0,0.046258
K2H7K9,1,1,0,0.011735
K2H7S3,2,2,0,0.023278
K2H7V4,15,13,0,0.151307
K2H7X4,1,1,0,0.011797
K2H8B8,2,2,0,0.023995
K2H8E1,17,12,0,0.14146
K2H8H4,2,2,0,0.023079
K2H8J1,18,16,0,0.190398
K2H8J6,1,1,0,0.011642
K2H8J7,11,9,0,0.103731
K2H8L8,3,1,0,0.011693
K2H8M2,7,6,0,0.069246
K2H8N5,3,3,0,0.034619
K2H8N9,121,115,0,1.329701
K2H8S7,40,38,0,0.446142
K2H8S8,175,146,0,1.71128
K2H8T3,1,1,0,0.011696
K2H8V3,2,4,0,0.04576
K2H8W8,1,1,0,0.011576
K2H8Y9,4,2,0,0.022993
K2H9A1,102,96,0,1.109997
K2H9A6,1,1,0,0.011346
K2H9E1,141,136,0,1.570883
K2H9E4,7,5,0,0.057468
K2H9J3,1,1,0,0.012004
K2H9J6,12,11,0,0.126182
K2H9K7,582,352,0,4.070137
K2H9N3,103,55,0,0.636771
K2H9P3,8,8,0,0.092228
K2H9P4,7,10,0,0.115655
K2H9P7,1,1,0,0.011567
K2H9R3,14,12,0,0.140838
K2J,33,26,0,0.306473
K2J0A1,470,394,0,4.578898
K2J0A4,2,2,0,0.02311
K2J0A8,15,14,0,0.160665
K2J0A9,14,14,0,0.161738
K2J0B4,5,4,0,0.046447
K2J0B5,10,11,0,0.127978
K2J0B6,1,1,0,0.011366
K2J0B9,49,47,0,0.546719
K2J0C1,40,32,0,0.381788
K2J0C2,12,12,0,0.140401
K2J0C3,8,6,0,0.070468
K2J0C4,6,6,0,0.071655
K2J0C5,4,4,0,0.046782
K2J0C6,3,3,0,0.034421
K2J0E5,6,5,0,0.057735
K2J0E6,103,78,0,0.924633
K2J0E7,32,25,0,0.289288
K2J0E8,17,17,0,0.197488
K2J0E9,14,13,0,0.15261
K2J0G5,5,5,0,0.059113
K2J0G8,3,2,0,0.022837
K2J0H2,5,5,0,0.058623
K2J0H3,1,1,0,0.011655
K2J0H4,5,4,0,0.046416
K2J0H5,4,4,0,0.046592
K2J0H6,22,21,0,0.243811
K2J0J5,10,10,0,0.118626
K2J0J9,2,2,0,0.02367
K2J0K1,2,1,0,0.011567
K2J0K2,61,53,0,0.615323
K2J0K3,1,1,0,0.011766
K2J0K4,4,4,0,0.046643
K2J0K5,22,20,0,0.231484
K2J0K6,8,6,0,0.071254
K2J0K8,5,4,0,0.046356
K2J0K9,5,5,0,0.058017
K2J0L4,7,6,0,0.068671
K2J0L6,8,6,0,0.070167
K2J0L7,3,3,0,0.034762
K2J0L8,4,4,0,0.046505
K2J0L9,9,8,0,0.095353
K2J0M1,23,18,0,0.214426
K2J0M3,17,16,0,0.184881
K2J0M6,5,5,0,0.058963
K2J0N1,1,1,0,0.011597
K2J0N2,12,11,0,0.128832
K2J0N7,14,13,0,0.150652
K2J0N8,4,4,0,0.045916
K2J0P4,2,2,0,0.023146
K2J0P6,11,11,0,0.129155
K2J0R6,20,18,0,0.208452
K2J0R8,44,38,0,0.439364
K2J0S1,34,33,0,0.379492
K2J0S2,31,27,0,0.317445
K2J0S6,46,45,0,0.528651
K2J0S7,5,5,0,0.058255
K2J0T1,306,213,0,2.473705
K2J0T2,78,71,0,0.836308
K2J0T3,16,16,0,0.188725
K2J0T4,13,12,0,0.139804
K2J0T5,120,91,0,1.054759
K2J0T7,21,19,1,0.219581
K2J0T8,14,13,0,0.150431
K2J0T9,13,13,0,0.152369
K2J0V7,3,3,0,0.034926
K2J0V9,1,1,0,0.011797
K2J0W1,11,11,0,0.127198
K2J0W2,303,177,0,2.049987
K2J0W3,79,78,0,0.910033
K2J0W5,3,3,0,0.034891
K2J0W9,13,12,0,0.141986
K2J0X2,1,1,0,0.011725
K2J0X3,2,1,0,0.011792
K2J0X4,1,1,0,0.011653
K2J0X5,617,413,0,4.835674
K2J0Y6,39,37,0,0.431581
K2J0Z1,21,19,0,0.224315
K2J1C2,701,333,0,3.849635
K2J1G1,9,6,0,0.070693
K2J1H9,1,1,0,0.011502
K2J1J1,4,4,0,0.047163
K2J1J2,2,2,0,0.022986
K2J1J3,1,1,0,0.011585
K2J1K7,8,6,0,0.069895
K2J1L1,6,6,0,0.071135
K2J1L4,1,1,0,0.011993
K2J1N1,1,1,0,0.011698
K2J1N9,13,7,0,0.083517
K2J1P3,37,38,0,0.450168
K2J1R1,1,1,0,0.011451
K2J1R2,3,3,0,0.034806
K2J1S1,37,25,0,0.289249
K2J1S9,7,6,0,0.069364
K2J1V1,10,6,0,0.070196
K2J1V4,8,8,0,0.093384
K2J1V8,7,4,0,0.046228
K2J1W3,2,3,0,0.034676
K2J1X6,19,16,0,0.186254
K2J1Z2,1,1,0,0.011493
K2J1Z4,3,3,0,0.036016
K2J1Z5,3,3,0,0.034722
K2J1Z7,2,2,0,0.023226
K2J1Z9,32,9,0,0.10826
K2J2A5,1,1,0,0.012016
K2J2A7,65,62,0,0.716078
K2J2A9,2,1,0,0.011514
K2J2C8,2,2,0,0.023267
K2J2G8,1,1,0,0.011696
K2J2H2,5,5,0,0.058674
K2J2H3,1,1,0,0.012016
K2J2J1,1,1,0,0.011655
K2J2J6,1,1,0,0.011732
K2J2K3,1,1,0,0.011735
K2J2L5,21,19,0,0.220776
K2J2L6,2,2,0,0.023141
K2J2M9,1,1,0,0.011797
K2J2N1,10,9,0,0.105382
K2J2P2,1651,1622,0,18.726778
K2J2R3,22,17,0,0.197754
K2J2V1,1,1,0,0.012005
K2J2W4,10,9,0,0.103712
K2J2X3,1,1,0,0.011965
K2J2X4,1,1,0,0.011655
K2J2Y1,1,1,0,0.011502
K2J2Y3,1,1,0,0.011653
K2J2Y4,1,1,0,0.011346
K2J2Z5,1,1,0,0.011693
K2J2Z7,7,6,0,0.06999
K2J2Z8,3,3,0,0.036033
K2J3A2,2,2,0,0.023215
K2J3C1,3,3,0,0.035082
K2J3G7,6,6,0,0.071299
K2J3H9,13,9,0,0.105044
K2J3J2,3,3,0,0.035773
K2J3L7,1,1,0,0.011584
K2J3L8,8,8,0,0.094379
K2J3P4,6,6,0,0.071805
K2J3P9,2,2,0,0.024047
K2J3R7,3,3,0,0.034422
K2J3R9,4,3,0,0.034763
K2J3S2,2,1,0,0.011528
K2J3S3,23,15,0,0.176912
K2J3T5,563,448,0,5.256953
K2J3V1,470,445,0,5.140496
K2J3V3,44,33,0,0.382233
K2J3V7,8,8,0,0.094098
K2J3W7,15,11,0,0.128724
K2J3Y5,16,14,0,0.163275
K2J3Y6,18,16,0,0.185557
K2J3Y8,44,43,0,0.497884
K2J3Y9,13,10,0,0.119626
K2J3Z4,16,16,0,0.184007
K2J3Z7,7,7,0,0.081989
K2J3Z8,8,8,0,0.093758
